CS,BZO,BZO_ratio,Total_GSL,C3ratio_emmeans,Alk_emmeans,OH_emmeans,MSO_emmeans,GSOH_emmeans,lc,sc,GSOX_emmeans,Alk_OH_ratio,Ref,AOP,MAM,GSOH,Key,Classification,Classification_name,PC1,PC2,PC3,PC4,PC5,PC6,Name,Country,Lat,Long
CS76453,0.004611904,0.198106548,0.023279917,0.975207488,-0.006435796,0.856175285,0.000186735,0.937946456,0.601918338,0.189548055,0.150073776,-0.007516914,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.549306098,2.157052919,0.004268294,0.682368499,-0.513421997,1.14E-15,Bor-1,CZE,49.4013,16.2326
CS76454,0.003782534,0.200034257,0.018909431,0.97885822,-0.009233171,0.961074636,0.000267901,0.937946456,0.625438224,0.162657353,0.047890634,-0.009607132,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-2.022701549,2.231162761,0.049201522,0.653290255,-0.901185126,1.83E-15,Bor-4,CZE,49.4013,16.2326
CS76455,0.002993553,0.127061999,0.023559782,0.011044151,0.687768069,0.136046776,0.000174745,0.968020785,0.652166389,0.200147734,0.17601041,5.055379411,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.035440538,-1.328376931,-0.745363713,-0.021389702,-0.775817068,-2.08E-16,Br-0,CZE,49.2,16.6166
CS76457,0.003284352,0.162320198,0.020233785,0.059426147,-0.004287515,0.403994776,0.042264763,0.937946456,0.494569897,0.327355953,0.558027976,-0.010612799,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,1.880297514,1.692363838,-0.095435357,0.534185901,-0.650533875,5.55E-16,Bsch-0,GER,50.0167,8.6667
CS76459,0.002882836,0.141654648,0.020351157,0.031792297,-0.004028563,0.1104024,0.035715461,0.937946456,0.50091142,0.346388757,0.857910702,-0.036489813,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.230308561,1.480739421,-0.293833641,0.748476396,0.453480043,0,Ca-0,GER,50.2981,8.26607
CS76460,0.001991585,0.078337409,0.025423167,0.17020602,0.488696001,0.127172039,0.00020427,0.56917241,0.731856787,0.158669534,0.38392769,3.842794402,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.448048631,-0.802313995,0.407533256,0.874055411,-0.083725165,-2.33E-15,Cal-0,UK,53.2699,-1.64293
CS76462,0.00218719,0.084872839,0.0257702,0.004562703,0.761418773,0.109246237,0.000131145,0.976486453,0.653123233,0.243813324,0.129203844,6.969748269,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.953642991,-1.62665725,-0.782552204,-0.16500414,-0.822900279,1.39E-16,Cerv-1,ITA,42,12.1
CS76463,0.003139561,0.141210232,0.02223324,0.999960781,0.165864737,0.306042711,0.060225045,0.937946456,0.622985986,0.225927169,0.467867507,0.541965978,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.615094905,1.42790997,0.415745157,-0.541520914,0.964872193,7.77E-16,Chat-1,FRA,48.0717,1.33867
CS76464,0.002965928,0.135736653,0.021850605,0.976500295,-0.006094185,0.322402756,0.041050932,0.937946456,0.649464715,0.213267138,0.642640497,-0.018902398,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,1.005625234,2.015768462,0.213653463,0.131831438,1.289937348,2.22E-16,Chi-0,RUS,53.7502,34.7361
CS76467,0.001692242,0.074141026,0.022824637,-0.002121201,0.774525525,0.052869669,0.000129934,0.980910217,0.61743628,0.277844023,0.172474872,14.64971382,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.181054367,-1.709912461,-0.820239066,-0.176826011,-0.644832908,1.67E-16,Cnt-1,UK,51.3,1.1
CS76468,0.001106498,0.05362473,0.020634099,0.163840234,0.309657504,0.179883463,0.000153275,0.861480932,0.674559812,0.260538392,0.510305758,1.721433971,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.720663938,0.146618233,-0.375808461,0.781800034,0.035806529,-4.44E-16,Co-1,POR,40.12,-8.25
CS76469,0.002998285,0.137039292,0.021879017,0.019912231,0.605973818,0.194741133,0.000153074,1.000305106,0.585780977,0.24603587,0.199131975,3.111688874,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.990661397,-0.947731141,-0.806755527,0.068751055,-0.830761613,1.70E-16,Com-1,FRA,49.416,2.823
CS76470,0.004663559,0.238340642,0.01956678,0.99124909,0.001433279,0.927432979,0.000210859,1.055806938,0.555233553,0.19971717,0.070922882,0.001545426,Accession,OH,C3,F,C3_OH_F,7,3OHP,-1.922173949,2.265413499,-0.283675756,0.46471025,-0.772483898,1.83E-15,Da(1)-12,CZE,NA,NA
CS76471,0.00220804,0.107615469,0.020517868,0.988452353,0.557864146,0.403886978,0.000167472,0.937946456,0.63422637,0.239801863,0.038081404,1.381238256,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.135657733,-0.296163811,-0.175521801,-0.285595342,0.175299188,6.11E-16,Db-1,GER,50.3058,8.32213
CS76472,0.005680417,0.199334216,0.028496949,0.985358716,-0.004417741,0.885668249,0.000128181,0.937946456,0.575225788,0.225581973,0.118621311,-0.004988032,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.703141657,2.170318528,0.01958103,0.665662945,-0.611113619,1.55E-15,Di-G,FRA,47.3239,5.04278
CS76473,0.002812409,0.127352923,0.022083584,0.259128901,0.841709785,0.123284879,0.002449164,0.485516245,0.5573751,0.296562954,0.032556172,6.827356226,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.339525683,-2.195972914,0.692841988,0.229048438,-0.583370308,-2.66E-15,Dja-1,KGZ,42.5833,73.6333
CS76474,0.002959445,0.13251841,0.022332331,0.997521823,0.496118418,0.447790004,0.000159197,0.937946456,0.603394198,0.231770789,0.055932382,1.107926513,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.169864134,-0.026812068,-0.154158801,-0.183009153,0.13982617,5.55E-17,Do-0,GER,50.7224,8.2372
CS76476,0.005040686,0.241124289,0.020904928,0.999948335,-0.007447957,0.936948202,0.000216103,0.937946456,0.57003826,0.182396798,0.070283651,-0.007949166,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.947028849,2.218369829,0.047007548,0.647542265,-0.775212893,1.33E-15,Dra-0,CZE,49.4167,16.2667
CS76477,0.004217251,0.163315749,0.025822684,0.019485978,0.539581881,0.235641593,9.95E-05,0.986659329,0.497380441,0.320827377,0.224677064,2.28984142,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.996771783,-0.676587628,-0.753314966,0.206727207,-0.862471473,2.98E-16,Durh-1,UK,54.7761,-1.5733
CS76478,0.003236097,0.120244519,0.026912636,0.991239864,0.523363951,0.432213718,0.000177368,1.040940945,0.689135015,0.172621662,0.044244963,1.210891577,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.172933424,-0.065069703,-0.445363312,-0.379527321,0.135603475,8.33E-16,Ei-2,GER,50.3,6.3
CS76479,0.005241901,0.185252341,0.028296004,0.999960015,0.25705021,0.406219485,0.018743458,0.937946456,0.633763762,0.174117836,0.317986847,0.63278651,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.236368406,0.957425597,0.023928248,-0.029383964,0.645315151,7.77E-16,El-0,GER,51.5105,9.68253
CS76480,0.002609253,0.086727406,0.03008568,-0.002504774,0.707472278,0.196159458,0.00015343,0.973270973,0.70627265,0.178508313,0.096214834,3.606618237,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.723685528,-1.371281837,-0.74080821,-0.078290303,-1.065180967,5.55E-16,Ema-1,UK,51.3,0.5
CS76481,0.002885083,0.116561218,0.024751655,0.022841678,-0.002754881,0.135570919,0.029569742,0.937946456,0.455886292,0.416481735,0.83761422,-0.02032059,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.104605249,1.461042847,-0.351130841,0.849456071,0.373924645,-2.22E-16,En-2,GER,50,8.5
CS76482,0.00657499,0.279505396,0.02352366,0.957604501,-0.008096662,0.905693379,0.000234925,0.937946456,0.56177877,0.149104984,0.102168357,-0.008939738,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.745488394,2.185619451,0.018102807,0.678642268,-0.730024786,1.42E-15,En-D,GER,50,8.5
CS76484,0.004185337,0.193616312,0.021616655,0.980682547,0.653446046,0.274410631,-0.004967355,0.938110008,0.661387854,0.134013057,0.077110677,2.381270882,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.828268146,-0.768163653,-0.285300835,-0.340104022,0.504042872,5.55E-16,Es-0,FIN,60.1997,24.5682
CS76485,0.004874725,0.193635418,0.025174759,0.891325432,-0.005142514,0.778787867,0.000149211,0.937946456,0.574973606,0.219362417,0.226205437,-0.006603228,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.087401743,2.072777436,-0.060068331,0.744881036,-0.369458087,1.01E-15,Est,EST,58.6656,24.9871
CS76486,0.002356277,0.075949788,0.031024142,-0.003803156,0.872929284,0.063184643,0.000232962,0.979031615,0.792289757,0.114009986,0.063653111,13.81552925,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.85370122,-2.088091038,-0.810593921,-0.36936917,-0.871575797,1.67E-16,Et-0,FRA,44.6447,2.56481
CS76487,0.000836622,0.026233634,0.031891197,0.924786415,0.588159196,0.346362852,0.00024161,1.011288008,0.834917013,0.106940514,0.065236342,1.69810126,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.877496088,-0.4165197,-0.424058972,-0.404782026,0.223628203,7.77E-16,Etna-2,ITA,37.69,14.98
CS76488,0.004682939,0.153478638,0.030511992,0.986936769,-0.00429244,0.458344562,0.062161703,0.937946456,0.617219254,0.216834449,0.483786174,-0.009365094,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,0.436514688,2.181461522,0.493068752,-0.283432672,0.669895493,6.66E-16,Fi-0,GER,50.5,8.0167
CS76489,0.001192523,0.057118521,0.020878044,0.070440785,-0.004560319,0.080963931,0.043219217,0.937946456,0.595304088,0.298275786,0.880377171,-0.056325318,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.337288239,1.512728224,-0.212622919,0.609168089,0.59275502,-2.22E-16,Fr-2,GER,50.1102,8.6822
CS76490,0.000794633,0.032366474,0.024551114,0.993039915,0.258054735,0.044854219,0.084657089,0.937946456,0.556553562,0.403955233,0.612433957,5.753187634,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,1.62505946,1.01668928,0.5614064,-1.062973702,1.637096454,1.11E-16,Ga-0,GER,50.3,8
CS76491,0.004016775,0.145871851,0.027536327,0.030809253,-0.00247612,0.229751511,0.020927702,0.937946456,0.425396167,0.41650987,0.751796907,-0.010777384,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.637068984,1.481924469,-0.399830805,0.966729903,0.077583948,0,Gd-1,GER,53.5,10.5
CS76492,0.004581831,0.204447699,0.022410773,0.999960889,0.549750982,0.326963982,0.00016359,0.937946456,0.546859761,0.224757351,0.123121446,1.681380862,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.77837223,-0.305049583,-0.202388009,-0.252461375,0.503398768,5.55E-16,Gel-1,NED,51.0167,5.86667
CS76493,0.001044805,0.03727257,0.028031472,0.99461816,-0.001872406,0.077322341,0.231076348,0.937946456,0.418693173,0.541074581,0.693473717,-0.024215588,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,2.695557939,2.663313201,2.101989984,-3.107072972,1.18361823,1.55E-15,Gie-0,GER,50.584,8.67825
CS76496,0.003618362,0.223037931,0.016223079,0.982158141,-0.011640843,0.967607395,0.00033776,0.937946456,0.618610989,0.150378358,0.043695688,-0.012030543,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-2.049724106,2.245970384,0.05386746,0.653184768,-0.916092547,1.55E-15,Gr-1,AUT,47,15.5
CS76497,0.001804721,0.080566394,0.022400419,0.892811092,0.226738726,0.203024209,0.000242908,1.051492191,0.754622935,0.151435828,0.569994157,1.116806349,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.855861115,0.922574303,-0.604566481,0.297239816,1.387564871,7.77E-16,Gre-0,USA,43.178,-85.2532
CS76498,0.002917333,0.143616156,0.020313404,0.023484926,-0.004100513,0.273504599,0.030105178,0.937946456,0.489013804,0.340943299,0.700490736,-0.014992482,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.482452566,1.549554328,-0.289190142,0.801298875,-0.15005286,0,Gu-0,GER,50.3,8
CS76500,0.003368047,0.139765079,0.024097915,0.991824261,0.245341118,0.41158965,0.032382921,1.031713279,0.616227792,0.242601859,0.310686311,0.596081846,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.175722941,1.132375699,-0.092101522,-0.378187458,0.554931283,6.66E-16,Ha-0,GER,52.3721,9.73569
CS76512,0.001656891,0.056508799,0.029320938,0.999878309,0.466355417,0.465907568,0.000509004,0.937946456,0.867932667,0.055211365,0.067228012,1.00096124,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.168633737,0.101917724,-0.142191457,-0.137794157,0.128770107,6.66E-16,Hh-0,GER,54.4175,9.88682
CS76513,0.003409993,0.152611799,0.022344229,0.921529049,0.295850223,0.352613706,0.006960589,0.937946456,0.59712953,0.236264629,0.344575482,0.839020769,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.03576805,0.694010712,-0.15111946,0.154106747,0.704005842,1.67E-16,Hn-0,GER,51.3472,8.28844
CS76514,0.000859338,0.04335165,0.019822498,0.006212222,0.678965956,0.176827832,0.000161642,0.963624743,0.669193103,0.257167032,0.144044571,3.839700737,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.882128846,-1.275663206,-0.718708542,-0.007405093,-0.922877266,1.39E-16,HR-5,UK,51.4083,-0.6383
CS76515,0.003316335,0.167054815,0.019851777,0.970984175,0.149573148,0.549195334,0.020263757,0.937946456,0.691794631,0.120182488,0.280967761,0.272349633,Accession,AOP23,C3,NF,C3_AOP23_NF,4,?,-0.532588647,1.453680329,0.086862232,0.124730653,0.242766668,8.33E-16,Hs-0,GER,52.24,9.44
CS76518,0.002079146,0.075655167,0.027481877,0.983862903,0.666522923,0.23158992,0.011916859,1.021576208,0.689994026,0.224874887,0.089970298,2.878030802,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.624443753,-0.707487531,-0.354497173,-0.769427471,0.552589996,6.11E-16,Je-0,GER,50.927,11.587
CS76519,0.003201445,0.198430232,0.016133857,0.981024629,0.416124492,0.471578252,0.000347329,0.937946456,0.643793914,0.147044255,0.111949927,0.882408149,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.024750729,0.292231016,-0.148801595,-0.02977627,0.168718688,4.72E-16,Jl-3,CZE,49.2,16.6166
CS76520,0.005511094,0.223958328,0.024607676,0.9890866,-0.00487104,0.955399429,0.000141334,0.937946456,0.538973528,0.236924933,0.049330277,-0.005098433,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-2.023775319,2.214468115,0.049526463,0.643667433,-0.868979503,1.17E-15,Jm-0,CZE,49,15
CS76522,0.003419469,0.184769145,0.01850671,0.09424433,0.450487427,0.327569845,0.000145424,0.390402456,0.488202385,0.306169329,0.221797304,1.375240831,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.757358335,-0.704795252,0.949587506,1.188975167,-0.906054905,-2.97E-15,Kar-1,KGZ,42.3,74.3667
CS76524,0.004721129,0.184613046,0.025573106,0.990825777,0.6047797,0.21814343,0.005721005,0.937946456,0.49487391,0.309943969,0.171355865,2.772394747,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.411814963,-0.562962193,-0.192324518,-0.418801758,0.767200596,-8.33E-17,Kb-0,GER,50.1797,8.50861
CS76525,0.00271434,0.124703561,0.021766339,0.017995321,-0.003217241,0.171409772,0.021060984,0.937946456,0.4584301,0.405540315,0.810746485,-0.018769299,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.92220216,1.446045107,-0.42713168,0.989579186,0.277493997,-2.22E-16,Kelsterbach-4,GER,50.0667,8.5333
CS76526,0.005889908,0.191451084,0.030764558,0.999964149,0.410654744,0.399911591,0.010399746,0.937946456,0.626927387,0.17861274,0.179033919,1.026863819,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.676629295,0.32148487,-0.065819798,-0.181376429,0.428775908,6.38E-16,Kil-0,UK,55.6395,-5.66364
CS76527,0.003840412,0.127966117,0.030011163,-0.001957933,0.551075313,0.215373354,0.000119933,0.956436659,0.619512978,0.228931847,0.2334314,2.558697731,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.086222627,-0.764931994,-0.686737035,0.244941315,-0.844474329,-5.55E-17,Kin-0,USA,44.46,-85.37
CS76528,0.00494577,0.175446767,0.028189576,0.983251808,0.629995877,0.220728522,0.006547051,1.011288008,0.512628248,0.303134073,0.14272855,2.854166159,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.486053724,-0.602625695,-0.386856446,-0.586698131,0.691277285,1.67E-16,Kl-5,GER,50.95,6.9666
CS76531,0.000582096,0.039328143,0.014801004,1.002168833,0.797398748,0.20514953,-0.009698419,0.938110008,0.848973224,0.100246376,0.007150141,3.886914813,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.972200441,-1.379584193,-0.354668002,-0.527758212,0.562740153,4.44E-16,Ko-2,DEN,NA,NA
CS76532,0.002747358,0.125223966,0.021939554,0.96835878,0.721802758,0.202247461,0.001648419,3.385200028,0.424149273,0.443515619,0.074301362,3.568908869,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.755310774,0.829185275,-6.964746818,-4.14747822,0.560394264,1.43E-14,Kondara,TJK,38.48,68.49
CS76534,0.006088527,0.232966497,0.026134775,0.986027306,-0.004492517,0.873477256,0.000130351,0.937946456,0.518172663,0.241877,0.13088491,-0.005143256,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.648423145,2.163749136,0.014903508,0.669080562,-0.563436039,1.39E-15,Krot-0,GER,49.631,11.5722
CS76535,0.004914716,0.208763643,0.023542011,0.979226536,-0.005017312,0.924075678,0.000145578,0.937946456,0.545249085,0.240429842,0.080796056,-0.005429547,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.867576499,2.192742764,0.033013073,0.658079858,-0.767006086,8.88E-16,Kyoto,JPN,35.0085,135.752
CS76537,0.005012393,0.216197336,0.023184342,0.986034088,0.248216795,0.440113208,0.038664793,0.937946456,0.614299554,0.166209332,0.273005205,0.563983971,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.281805045,1.089888842,0.240017949,-0.360904702,0.39691764,6.94E-16,Kz-9,KAZ,49.5,73.1
CS76538,0.003088595,0.097799055,0.031581031,0.039649738,-0.002126049,0.145834721,0.097755876,0.937946456,0.477205129,0.422964088,0.758535451,-0.014578482,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.253215067,1.758497447,0.370391764,-0.345411211,-0.017888815,4.44E-16,La-0,POL,52.7333,15.2333
CS76539,0.002099725,0.098400353,0.021338592,0.019363389,0.590871898,0.169608183,0.000109417,0.837404562,0.512193352,0.352919723,0.239410502,3.483746409,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.155364634,-1.029458036,-0.370668515,0.345442715,-0.705556296,-6.80E-16,Lan-0,UK,55.6739,-3.78181
CS76540,0.001969189,0.071213997,0.027651713,0.618798047,-0.002587753,0.140421354,0.198180581,0.937946456,0.525426977,0.396879028,0.663985818,-0.018428488,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,2.815680957,2.413194976,1.639266685,-2.369191317,0.465037817,1.55E-15,Le-0,NED,52.1611,4.49015
CS76541,0.003081243,0.180123192,0.017106309,0.974052563,-0.008314411,0.926322653,0.000241244,0.937946456,0.611865187,0.199671126,0.081750514,-0.008975718,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.860958128,2.205194939,0.032926248,0.664704644,-0.779062443,1.22E-15,Li-2:1,GER,50.3833,8.0666
CS76543,0.001246699,0.065659068,0.018987461,0.808401743,-0.004714374,0.640790369,0.000136788,0.937946456,0.596081801,0.317257635,0.363787217,-0.007357124,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.348770746,1.956866506,-0.148425928,0.826259775,0.008208503,6.11E-16,Litva,LTU,NA,NA
CS76545,0.001543888,0.06300492,0.024504245,0.09975018,-0.002748365,0.043826733,0.033909142,0.937946456,0.513479969,0.421684241,0.925012489,-0.062709776,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.430980573,1.456537318,-0.313446233,0.763740726,0.834454422,-6.66E-16,Lm-2,FRA,48,0.5
CS76546,0.004217171,0.199175107,0.021173183,0.92341683,-0.005599198,0.723401097,0.010103754,0.937946456,0.552163128,0.239547166,0.272094347,-0.007740102,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.845890121,2.096960024,0.033598966,0.573903374,-0.156915522,9.16E-16,Lp2-2,CZE,49.38,16.81
CS76549,0.003080023,0.188782365,0.016315205,0.773654346,-0.007074469,0.296102129,0.05288377,0.937946456,0.556704985,0.246046187,0.65808857,-0.023891991,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,1.441911783,1.972327218,0.24780771,0.036227276,0.967319936,2.22E-16,Me-0,GER,51.9183,10.1138
CS76550,0.003008889,0.117076592,0.025700176,0.039886515,0.040573371,0.185149037,0.020820639,0.938110008,0.385730628,0.476254561,0.753456953,0.219138979,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.703205405,1.291789098,-0.416081873,0.893521482,0.183372074,2.22E-16,Mh-0,POL,50.95,20.5
CS76551,0.003492462,0.124186017,0.028122828,-0.001535121,0.611406088,0.119231814,9.40E-05,0.994357486,0.533923614,0.311591316,0.269268064,5.127877084,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.347404015,-1.026522495,-0.830075329,0.101028147,-0.591194913,1.94E-16,Mir-0,ITA,44,12.37
CS76552,0.002415857,0.128793678,0.018757574,0.924270197,0.370603357,0.266537423,0.010652114,0.937946456,0.591598134,0.26998944,0.352207106,1.390436482,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.148498787,0.369665368,-0.146685438,-0.030849806,0.875832799,1.67E-16,Mnz-0,GER,50.001,8.26664
CS76555,0.002871095,0.135248694,0.021228264,0.990953763,0.573660187,0.399102137,0.00026913,1.087623893,0.698639604,0.144228232,0.026968545,1.437376886,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.168335385,-0.243795014,-0.586138286,-0.537287529,0.165884714,1.61E-15,Ms-0,RUS,55.7522,37.6322
CS76556,0.001718714,0.072340366,0.023758713,0.976509787,0.247556748,0.203016401,0.000249025,1.090809926,0.770224799,0.139271432,0.549177826,1.219392851,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.680672133,0.905615959,-0.680017595,0.157848568,1.495979468,5.55E-16,Mv-0,USA,41.3923,-70.6652
CS76557,0.003100232,0.129736508,0.023896373,0.028309034,-0.002716298,0.194256319,0.024063521,0.937946456,0.413166089,0.437515642,0.784396459,-0.013983063,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.812590565,1.474271667,-0.382545683,0.924648599,0.191088547,4.44E-16,Mz-0,GER,50.3,8.3
CS76558,0.003584673,0.184237768,0.019456776,0.616308334,-0.012765299,0.777146433,0.000370387,0.937946456,0.698277862,0.114340782,0.23524848,-0.016425861,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.683404014,1.991641767,-0.164858734,0.891680242,-0.836003749,7.36E-16,Na-1,FRA,47.5,1.5
CS76559,0.004863816,0.169002209,0.0287796,0.99098287,-0.003346237,0.739451412,0.016126484,0.937946456,0.520742156,0.294891068,0.247768341,-0.004525296,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.997750389,2.150167113,0.129061832,0.427055308,-0.13650214,1.08E-15,Nc-1,FRA,48.6167,6.25
CS76560,0.003308797,0.123997939,0.02668429,0.098671864,0.255749109,0.115633015,6.61E-05,-0.006493749,0.393753437,0.467204444,0.628551781,2.211730863,Accession,Alk,C4,NF,C4_Alk_NF,10,Butenyl,2.290301991,-0.375743818,1.953501032,2.211775476,0.277540712,-5.44E-15,Neo-6,TJK,37.35,72.4667
CS76562,0.002441058,0.105811991,0.023069767,0.966703715,0.391346477,0.505412972,0.004957693,0.90727331,0.730917516,0.140243114,0.098282858,0.774310314,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.071673313,0.398415351,-0.008326036,-0.019644392,0.035672472,4.44E-16,Nok-3,NED,52.24,4.45
CS76563,0.004379945,0.167810416,0.026100555,0.856967988,-0.008019091,0.673009219,0.011138457,0.937946456,0.69575233,0.135683858,0.323871414,-0.011915276,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.516231808,2.054460794,-0.001826591,0.60840473,-0.083888385,1.05E-15,Np-0,GER,52.6969,10.981
CS76564,0.003507235,0.136372482,0.025718055,0.026290616,-0.002341948,0.241614622,0.042036815,0.937946456,0.359631005,0.471506417,0.718690511,-0.009692908,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.656992871,1.575417042,-0.176690824,0.599131024,-0.093810547,0,Nw-0,GER,50.5,8.5
